isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,content_bundle,short_summary
9780000000000.0,872204200,Discourse on Method ; and,Meditations on First Philosophy,René Descartes,Philosophy,http://books.google.com/books/content?id=4_zXwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Contains English translations of Descartes' 1637 treatise Discourse on the Method for Conducting One's Reason Well and for Searching for Truth in the Sciences and a subsequent development of the ideas contained in it, Meditations on First Philosophy, first published in 1641. Includes a selected bibliography. Annotation copyrighted by Book News, Inc., Portland, OR.",1998.0,3.7,103,23456,"Title: Discourse on Method ; and. Author: René Descartes. Category: Philosophy. Description: Contains English translations of Descartes' 1637 treatise Discourse on the Method for Conducting One's Reason Well and for Searching for Truth in the Sciences and a subsequent development of the ideas contained in it, Meditations on First Philosophy, first published in 1641. Includes a selected bibliography. Annotation copyrighted by Book News, Inc., Portland, OR.","René Descartes' philosophical treatise, Discourse on the Method, explores the application of reason to scientific inquiry, followed by Meditations on First Philosophy, which delves deeper into the nature of truth and knowledge."
9780000000000.0,872204626,Statesman,,Plato,Philosophy,http://books.google.com/books/content?id=wCopKxb7pv0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"An annotated and modified version of the translation published by Aris and Phillips Ltd. A model of accuracy and fluency, Christopher Rowe's translation of Statesman--as modified for publication in Plato, Complete Works (Hackett Publishing Co., 1997)--is now available in a student edition, with a brief introduction, notes, and a select bibliography.",1999.0,3.84,128,25,"Title: Statesman. Author: Plato. Category: Philosophy. Description: An annotated and modified version of the translation published by Aris and Phillips Ltd. A model of accuracy and fluency, Christopher Rowe's translation of Statesman--as modified for publication in Plato, Complete Works (Hackett Publishing Co., 1997)--is now available in a student edition, with a brief introduction, notes, and a select bibliography.","This is a translation of Plato's Statesman, a philosophical dialogue that explores the nature of the ideal statesman and governance. It examines the characteristics and responsibilities of a wise leader."
9780000000000.0,872205541,The Trial and Death of Socrates (Third Edition),"Euthyphro, Apology, Crito, Death Scene from Phaedo",Plato;George Maximilian Anthony Grube;John Madison Cooper,Philosophy,http://books.google.com/books/content?id=m2tHXoS3bx0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"This third edition of 'The Trial and Death of Socrates' presents G. M. A. Grube's distinguished translations, as revised by John Cooper for 'Plato, Complete Works'. A number of new or expanded footnotes are also included along with a Select Bibliography. John M. Cooper is Stuart Professor of Philosophy, Princeton University.",2000.0,4.07,58,24698,"Title: The Trial and Death of Socrates (Third Edition). Author: Plato;George Maximilian Anthony Grube;John Madison Cooper. Category: Philosophy. Description: This third edition of 'The Trial and Death of Socrates' presents G. M. A. Grube's distinguished translations, as revised by John Cooper for 'Plato, Complete Works'. A number of new or expanded footnotes are also included along with a Select Bibliography. John M. Cooper is Stuart Professor of Philosophy, Princeton University.","This edition of 'The Trial and Death of Socrates' presents a translation of Plato's philosophical dialogue, which recounts the trial and execution of Socrates, a key event in Western philosophy."
9780000000000.0,872206335,Five Dialogues,,Plato;George Maximilian Anthony Grube,Philosophy,http://books.google.com/books/content?id=rsITnwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents translations of five dialogues from Plato, as well as additional notes on history and mythology.",2002.0,4.12,156,14860,"Title: Five Dialogues. Author: Plato;George Maximilian Anthony Grube. Category: Philosophy. Description: Presents translations of five dialogues from Plato, as well as additional notes on history and mythology.","This collection presents translations of five key dialogues from ancient Greek philosopher Plato, offering insights into his philosophical ideas and the cultural context of ancient Greece."
9780000000000.0,872206351,Confucius Analects,With Selections from Traditional Commentaries,Confucius;Edward Gilman Slingerland,Philosophy,http://books.google.com/books/content?id=bwl6mwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Af indeholdet: Kung Fu-tses Analects ; Glossary; Disciples of Confucius; Historical personages; Traditional chinese commentators cited; Traditional chinese texts,2003.0,3.84,312,108,Title: Confucius Analects. Author: Confucius;Edward Gilman Slingerland. Category: Philosophy. Description: Af indeholdet: Kung Fu-tses Analects ; Glossary; Disciples of Confucius; Historical personages; Traditional chinese commentators cited; Traditional chinese texts,"The Analects of Confucius, a collection of teachings and sayings, follows the life and philosophy of Confucius as he trains and mentors his disciples in ancient China, imparting wisdom on morality and governance."
9780000000000.0,872206785,Complete Poems and Major Prose,,John Milton;Merritt Yerkes Hughes,Poetry,http://books.google.com/books/content?id=Kc28ocJWCSMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"First published by Odyssey Press in 1957, this classic edition provides Milton's poetry and major prose works, richly annotated, in a sturdy and affordable clothbound volume.",1957.0,4.18,1088,898,"Title: Complete Poems and Major Prose. Author: John Milton;Merritt Yerkes Hughes. Category: Poetry. Description: First published by Odyssey Press in 1957, this classic edition provides Milton's poetry and major prose works, richly annotated, in a sturdy and affordable clothbound volume.","This edition of John Milton's works includes his poetry and major prose works, richly annotated, offering a comprehensive collection of his writings."
9780000000000.0,872207315,Aeneid,,Virgil,Aeneas (Legendary character),http://books.google.com/books/content?id=y4rZxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A classicist best known for his translations of Homer, Sappho, Hesiod, and Callimachus returns to Roman poetry, offering a resonant new Aeneid.",2005.0,3.83,340,296,"Title: Aeneid. Author: Virgil. Category: Aeneas (Legendary character). Description: A classicist best known for his translations of Homer, Sappho, Hesiod, and Callimachus returns to Roman poetry, offering a resonant new Aeneid.","A classicist translates and reinterprets Virgil's Aeneid, a Roman epic poem, offering a fresh perspective on the classic work."
9780000000000.0,872207366,Republic,,Plato,Political Science,http://books.google.com/books/content?id=T8X5wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Taking full extent of S.R. Slings' new Greek text of the Republic, Reeve has given us a translation at once both accurate and limpid. Loving attention to detail and deep familiarity with Plato's thought are evident on every page.",2004.0,3.93,358,470,"Title: Republic. Author: Plato. Category: Political Science. Description: Taking full extent of S.R. Slings' new Greek text of the Republic, Reeve has given us a translation at once both accurate and limpid. Loving attention to detail and deep familiarity with Plato's thought are evident on every page.","This translation of Plato's Republic offers an accurate and clear interpretation of the philosopher's seminal work, bringing the text to life with Reeve's meticulous attention to detail and deep understanding of Plato's thought."
9780000000000.0,872207803,Readings in Classical Chinese Philosophy (Second Edition),,Philip J. Ivanhoe;Bryan W. Van Norden,Philosophy,http://books.google.com/books/content?id=5PL9hSUiVEoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"This new edition offers expanded selections from the works of Kongzi (Confucius), Mengzi (Mencius), Zhuangzi (Chuang Tzu), and Xunzi (Hsun Tzu); two new works, the dialogues 'Robber Zhi' and 'White Horse'; a concise general introduction; brief introductions to, and selective bibliographies for, each work; and four appendices that shed light on important figures, periods, texts, and terms in Chinese thought.",2005.0,3.97,416,307,"Title: Readings in Classical Chinese Philosophy (Second Edition). Author: Philip J. Ivanhoe;Bryan W. Van Norden. Category: Philosophy. Description: This new edition offers expanded selections from the works of Kongzi (Confucius), Mengzi (Mencius), Zhuangzi (Chuang Tzu), and Xunzi (Hsun Tzu); two new works, the dialogues 'Robber Zhi' and 'White Horse'; a concise general introduction; brief introductions to, and selective bibliographies for, each work; and four appendices that shed light on important figures, periods, texts, and terms in Chinese thought.","This collection of ancient Chinese texts features expanded selections from Confucian and Taoist philosophers, including new translations of the dialogues 'Robber Zhi' and 'White Horse'."
9780000000000.0,872207889,Plato on Love,"Lysis, Symposium, Phaedrus, Alcibiades, with Selections from Republic, Laws",Plato;C. D. C. Reeve,Philosophy,http://books.google.com/books/content?id=ToP5nQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Plato's works on love—Symposium, Phaedrus, Lysis, and Alciabiades in their entirety, with relevant selections from Republic and Laws—with an introductory essay by C. D. C. Reeve.",2006.0,4.05,272,146,"Title: Plato on Love. Author: Plato;C. D. C. Reeve. Category: Philosophy. Description: Plato's works on love—Symposium, Phaedrus, Lysis, and Alciabiades in their entirety, with relevant selections from Republic and Laws—with an introductory essay by C. D. C. Reeve.","This collection of Plato's works explores the concept of love through philosophical discussions, examining its nature, forms, and relationships, as presented in various dialogues."
9780000000000.0,872860191,Kaddish and Other Poems: 1958-1960,Pocket Poets Number 14,Allen Ginsberg,Poetry,http://books.google.com/books/content?id=IczYnQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Great strange visionary poems by the author of Howl, ""in the midst of the broken consciousness of mid-twentieth century . . ."" In the midst of the broken consciousness of mid-twentieth century suffering anguish of separation from my own body and its natural infinity of feeling its own self one with all self, I instinctively seeking to reconstitute that blissful union which I experience so rarely. I took it to be supernatural an gave it holy Name thus made hymn laments of longing and litanies of triumphancy of Self over mind-illusion mechano-universe of un-feeling Time in which I saw my self my own mother and my very nation trapped desolate our worlds of consciousness homeless and at war except for the original trembling of bliss in breast and belly of every body that nakedness rejected in suits of fear that familiar defenseless living hurt self which is myself same as all others abandoned scared to own unchanging desire for each other. These poems almost unconscious to confess the beatific human fact, the language intuitively chosen as in trance & dream, the rhythms rising on breath from belly thru breast, the hymn completed in tears, the movement of the physical poetry demanding and receiving decades of life while chanting Kaddish the names of Death in many worlds the self seeking the Key to life found at last in our self.",1961.0,4.19,99,8305,"Title: Kaddish and Other Poems: 1958-1960. Author: Allen Ginsberg. Category: Poetry. Description: Great strange visionary poems by the author of Howl, ""in the midst of the broken consciousness of mid-twentieth century . . ."" In the midst of the broken consciousness of mid-twentieth century suffering anguish of separation from my own body and its natural infinity of feeling its own self one with all self, I instinctively seeking to reconstitute that blissful union which I experience so rarely. I took it to be supernatural an gave it holy Name thus made hymn laments of longing and litanies of triumphancy of Self over mind-illusion mechano-universe of un-feeling Time in which I saw my self my own mother and my very nation trapped desolate our worlds of consciousness homeless and at war except for the original trembling of bliss in breast and belly of every body that nakedness rejected in suits of fear that familiar defenseless living hurt self which is myself same as all others abandoned scared to own unchanging desire for each other. These poems almost unconscious to confess the beatific human fact, the language intuitively chosen as in trance & dream, the rhythms rising on breath from belly thru breast, the hymn completed in tears, the movement of the physical poetry demanding and receiving decades of life while chanting Kaddish the names of Death in many worlds the self seeking the Key to life found at last in our self.","The author seeks to reconstitute a blissful union with the natural world, expressing anguish over separation and longing for self-unity amidst a broken consciousness in mid-twentieth century America."
9780000000000.0,872861902,Erotism,,Georges Bataille,Philosophy,http://books.google.com/books/content?id=2qdUZZLcnLYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Reprint. Originally published: Death and sensuality. New York: Walker, 1962.",1962.0,4.1,288,1749,"Title: Erotism. Author: Georges Bataille. Category: Philosophy. Description: Reprint. Originally published: Death and sensuality. New York: Walker, 1962.","Reprint. Originally published: Death and sensuality. New York: Walker, 1962."
9780000000000.0,872862917,The Scripture of the Golden Eternity,Pocket Poets Number 51,Jack Kerouac,Literary Criticism,http://books.google.com/books/content?id=hqLO7pi93iUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"These classic Kerouac meditations, zen koans, and prose poems express the poet's beatific quest for peace and joy through oneness with the universe.",1960.0,3.95,72,748,"Title: The Scripture of the Golden Eternity. Author: Jack Kerouac. Category: Literary Criticism. Description: These classic Kerouac meditations, zen koans, and prose poems express the poet's beatific quest for peace and joy through oneness with the universe.","Jack Kerouac's meditations explore his quest for peace and joy through unity with the universe, blending classic Kerouac prose with elements of zen koans and poetry."
9780000000000.0,872864758,A Power Governments Cannot Suppress,,Howard Zinn,History,http://books.google.com/books/content?id=FiGX0LEy4jMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"A Power Governments Cannot Suppress is Howard Zinn’s major new collection of essays on American history, class, immigration, justice, and ordinary citizens who have made a difference.",2007.0,4.27,293,854,"Title: A Power Governments Cannot Suppress. Author: Howard Zinn. Category: History. Description: A Power Governments Cannot Suppress is Howard Zinn’s major new collection of essays on American history, class, immigration, justice, and ordinary citizens who have made a difference.","This collection of essays by Howard Zinn explores American history, class, immigration, and justice, highlighting ordinary citizens who have made a significant impact and challenged the status quo."
9780000000000.0,873387805,Chekhov's Doctors,A Collection of Chekhov's Medical Tales,Anton Pavlovich Chekhov;Jack Coulehan;John L. Coulehan,Literary Collections,http://books.google.com/books/content?id=mSvsP3m78Q4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"In his brief life, Chekhov was a doctor, essayist, dramatist and a humanitarian. He saw no conflict between art and science or art and medicine. This collection of stories presents powerful portraits of doctors in their everyday lives, struggling with their own personal problems.",2003.0,4.06,228,48,"Title: Chekhov's Doctors. Author: Anton Pavlovich Chekhov;Jack Coulehan;John L. Coulehan. Category: Literary Collections. Description: In his brief life, Chekhov was a doctor, essayist, dramatist and a humanitarian. He saw no conflict between art and science or art and medicine. This collection of stories presents powerful portraits of doctors in their everyday lives, struggling with their own personal problems.",This collection of stories presents powerful portraits of doctors struggling with their own personal problems in their everyday lives.
